x-axis,1,2
second,Volt,Volt
+2.74000E-03,+1.25326633E+00,-990.95490E-03
+2.74100E-03,+1.50452261E+00,-739.69862E-03
+2.74200E-03,+1.33366834E+00,-910.55289E-03
+2.74300E-03,+1.42412060E+00,-820.10063E-03
+2.74400E-03,+1.57487436E+00,-669.34686E-03
+2.74500E-03,+1.33366834E+00,-830.15088E-03
+2.74600E-03,+1.95678391E+00,-357.78908E-03
+2.74700E-03,+1.17286432E+00,-1.14170867E+00
+2.74800E-03,+1.27336683E+00,-980.90465E-03
+2.74900E-03,+1.02211055E+00,-1.23216093E+00
+2.75000E-03,+1.65527637E+00,-659.29661E-03
+2.75100E-03,+1.72562813E+00,-588.94485E-03
+2.75200E-03,+1.33366834E+00,-900.50264E-03
+2.75300E-03,+1.74572863E+00,-568.84435E-03
+2.75400E-03,+1.34371859E+00,-830.15088E-03
+2.75500E-03,+1.50452261E+00,-810.05038E-03
+2.75600E-03,+1.63517587E+00,-528.64335E-03
+2.75700E-03,+1.25326633E+00,-980.90465E-03
+2.75800E-03,+1.58492461E+00,-659.29661E-03
+2.75900E-03,+1.32361809E+00,-920.60314E-03
+2.76000E-03,+1.35376884E+00,-900.50264E-03
+2.76100E-03,+1.49447235E+00,-679.39711E-03
+2.76200E-03,+1.24321608E+00,-990.95490E-03
+2.76300E-03,+1.50452261E+00,-739.69862E-03
+2.76400E-03,+1.40402009E+00,-830.15088E-03
+2.76500E-03,+1.34371859E+00,-900.50264E-03
+2.76600E-03,+1.65527637E+00,-508.54284E-03
+2.76700E-03,+1.39396984E+00,-920.60314E-03
+2.76800E-03,+1.43417085E+00,-739.69862E-03
+2.76900E-03,+1.48442210E+00,-749.74887E-03
+2.77000E-03,+1.42412060E+00,-900.50264E-03
+2.77100E-03,+1.50452261E+00,-739.69862E-03
+2.77200E-03,+1.32361809E+00,-930.65339E-03
+2.77300E-03,+1.49447235E+00,-820.10063E-03
+2.77400E-03,+1.49447235E+00,-749.74887E-03
+2.77500E-03,+1.46432160E+00,-860.30163E-03
+2.77600E-03,+1.70552763E+00,-538.69360E-03
+2.77700E-03,+519.59799E-03,-1.64422122E+00
+2.77800E-03,+1.47437185E+00,-769.84937E-03
+2.77900E-03,+1.34371859E+00,-830.15088E-03
+2.78000E-03,+1.73567838E+00,-498.49259E-03
+2.78100E-03,+1.40402009E+00,-830.15088E-03
+2.78200E-03,+1.50452261E+00,-880.40214E-03
+2.78300E-03,+1.71557788E+00,-518.59309E-03
+2.78400E-03,+1.25326633E+00,-920.60314E-03
