x-axis,1,2
second,Volt,Volt
+2.960000E-03,,
+2.962000E-03,,
+2.964000E-03,,
+2.966000E-03,,
+2.968000E-03,,
+2.970000E-03,+1.363819090E+00,-739.698620E-03
+2.972000E-03,+1.253266327E+00,-980.904647E-03
+2.974000E-03,+1.715577880E+00,-558.794099E-03
+2.976000E-03,+1.544723610E+00,-679.397113E-03
+2.978000E-03,+1.434170848E+00,-749.748871E-03
+2.980000E-03,+1.383919592E+00,-860.301633E-03
+2.982000E-03,+1.404020094E+00,-709.547866E-03
+2.984000E-03,+1.594974866E+00,-659.296610E-03
+2.986000E-03,+1.675376875E+00,-669.346862E-03
+2.988000E-03,+1.504522606E+00,-820.100629E-03
+2.990000E-03,+1.273366829E+00,-1.021105652E+00
+2.992000E-03,+1.816080391E+00,-578.894601E-03
+2.994000E-03,+951.758793E-03,-1.352763940E+00
+2.996000E-03,+1.353768839E+00,-970.854396E-03
+2.998000E-03,+1.253266327E+00,-960.804145E-03
+3.000000E-03,+1.705527629E+00,-609.045355E-03
+3.002000E-03,+1.645226122E+00,-588.944852E-03
+3.004000E-03,+1.434170848E+00,-810.050378E-03
+3.006000E-03,+1.112562811E+00,-1.141708666E+00
+3.008000E-03,+1.092462309E+00,-1.011055401E+00
+3.010000E-03,+1.343718587E+00,-890.452387E-03
+3.012000E-03,+1.695477378E+00,-408.040332E-03
+3.014000E-03,+1.806030140E+00,-428.140834E-03
+3.016000E-03,+1.735678382E+00,-518.593094E-03
+3.018000E-03,+1.263316578E+00,-980.904647E-03
+3.020000E-03,+1.172864318E+00,-990.954898E-03
+3.022000E-03,+1.474371852E+00,-759.799122E-03
+3.024000E-03,+1.685427126E+00,-910.552889E-03
+3.026000E-03,+1.293467332E+00,-890.452387E-03
+3.028000E-03,+1.253266327E+00,-990.954898E-03
+3.030000E-03,+1.393969843E+00,-779.899624E-03
+3.032000E-03,+1.404020094E+00,-830.150880E-03
+3.034000E-03,+1.424120597E+00,-830.150880E-03
+3.036000E-03,+1.635175871E+00,-458.291587E-03
+3.038000E-03,+1.162814067E+00,-1.001005149E+00
+3.040000E-03,+1.795979889E+00,-387.939829E-03
+3.042000E-03,+1.444221099E+00,-729.648368E-03
+3.044000E-03,+1.273366829E+00,-970.854396E-03
+3.046000E-03,+1.373869341E+00,-930.653391E-03
+3.048000E-03,+1.574874364E+00,-669.346862E-03
+3.050000E-03,+1.594974866E+00,-598.995103E-03
+3.052000E-03,+1.434170848E+00,-970.854396E-03
+3.054000E-03,+1.424120597E+00,-900.502638E-03
