x-axis,1,2
second,Volt,Volt
-10.000000E-03,-274.371848E-03,+295.477249E-03
-9.998000E-03,-113.567829E-03,-26.130788E-03
-9.996000E-03,+127.638198E-03,+134.673230E-03
-9.994000E-03,+47.236189E-03,+54.271221E-03
-9.992000E-03,-113.567829E-03,+54.271221E-03
-9.990000E-03,-113.567829E-03,+54.271221E-03
-9.988000E-03,-113.567829E-03,+54.271221E-03
-9.986000E-03,-113.567829E-03,-26.130788E-03
-9.984000E-03,-113.567829E-03,-26.130788E-03
-9.982000E-03,-33.165820E-03,-26.130788E-03
-9.980000E-03,-274.371848E-03,-106.532797E-03
-9.978000E-03,-113.567829E-03,-26.130788E-03
-9.976000E-03,-33.165820E-03,+54.271221E-03
-9.974000E-03,+47.236189E-03,+134.673230E-03
-9.972000E-03,+208.040208E-03,+215.075240E-03
-9.970000E-03,-33.165820E-03,+134.673230E-03
-9.968000E-03,-113.567829E-03,+54.271221E-03
-9.966000E-03,-33.165820E-03,+134.673230E-03
-9.964000E-03,-33.165820E-03,+134.673230E-03
-9.962000E-03,-33.165820E-03,+54.271221E-03
-9.960000E-03,-33.165820E-03,+134.673230E-03
-9.958000E-03,-193.969838E-03,-106.532797E-03
-9.956000E-03,-113.567829E-03,+54.271221E-03
-9.954000E-03,-33.165820E-03,+54.271221E-03
-9.952000E-03,-113.567829E-03,+54.271221E-03
-9.950000E-03,-354.773857E-03,-26.130788E-03
-9.948000E-03,-113.567829E-03,-26.130788E-03
-9.946000E-03,+47.236189E-03,+54.271221E-03
-9.944000E-03,-33.165820E-03,-26.130788E-03
-9.942000E-03,-33.165820E-03,+134.673230E-03
-9.940000E-03,-274.371848E-03,+54.271221E-03
-9.938000E-03,-113.567829E-03,+134.673230E-03
-9.936000E-03,-33.165820E-03,+54.271221E-03
-9.934000E-03,-113.567829E-03,-106.532797E-03
-9.932000E-03,-193.969838E-03,+134.673230E-03
-9.930000E-03,-113.567829E-03,-26.130788E-03
-9.928000E-03,-33.165820E-03,+54.271221E-03
-9.926000E-03,-193.969838E-03,+54.271221E-03
-9.924000E-03,-33.165820E-03,+134.673230E-03
-9.922000E-03,+288.442217E-03,+134.673230E-03
-9.920000E-03,-193.969838E-03,-186.934806E-03
-9.918000E-03,-33.165820E-03,+54.271221E-03
-9.916000E-03,-33.165820E-03,+134.673230E-03
-9.914000E-03,+127.638198E-03,+215.075240E-03
-9.912000E-03,-33.165820E-03,+54.271221E-03
-9.910000E-03,-274.371848E-03,-106.532797E-03
-9.908000E-03,-193.969838E-03,+54.271221E-03
