x-axis,1,2
second,Volt,Volt
-1.600000E-03,,
-1.598000E-03,,
-1.596000E-03,,
-1.594000E-03,,
-1.592000E-03,+1.524623108E+00,-800.000126E-03
-1.590000E-03,+1.102512560E+00,-1.091457410E+00
-1.588000E-03,+1.203015071E+00,-890.452387E-03
-1.586000E-03,+801.005025E-03,-1.443216200E+00
-1.584000E-03,+1.152763816E+00,-1.171859419E+00
-1.582000E-03,+1.142713564E+00,-1.051256405E+00
-1.580000E-03,+1.514572857E+00,-870.351885E-03
-1.578000E-03,+1.414070345E+00,-830.150880E-03
-1.576000E-03,+951.758793E-03,-1.061306656E+00
-1.574000E-03,+1.172864318E+00,-1.071356907E+00
-1.572000E-03,+1.323618085E+00,-1.041206154E+00
-1.570000E-03,+1.383919592E+00,-749.748871E-03
-1.568000E-03,+1.313567834E+00,-830.150880E-03
-1.566000E-03,+1.122613062E+00,-1.071356907E+00
-1.564000E-03,+1.042211053E+00,-1.202010172E+00
-1.562000E-03,+1.192964820E+00,-1.101507661E+00
-1.560000E-03,+1.172864318E+00,-1.071356907E+00
-1.558000E-03,+1.072361806E+00,-1.041206154E+00
-1.556000E-03,+1.092462309E+00,-1.151758917E+00
-1.554000E-03,+1.112562811E+00,-1.081407159E+00
-1.552000E-03,+1.675376875E+00,-558.794099E-03
-1.550000E-03,+1.042211053E+00,-1.171859419E+00
-1.548000E-03,+1.022110551E+00,-1.141708666E+00
-1.546000E-03,+1.122613062E+00,-1.041206154E+00
-1.544000E-03,+1.303517583E+00,-1.001005149E+00
-1.542000E-03,+1.434170848E+00,-779.899624E-03
-1.540000E-03,+1.343718587E+00,-980.904647E-03
-1.538000E-03,+1.554773862E+00,-669.346862E-03
-1.536000E-03,+961.809044E-03,-1.232160926E+00
-1.534000E-03,+1.293467332E+00,-960.804145E-03
-1.532000E-03,+1.042211053E+00,-1.061306656E+00
-1.530000E-03,+1.092462309E+00,-1.081407159E+00
-1.528000E-03,+1.353768839E+00,-870.351885E-03
-1.526000E-03,+1.414070345E+00,-910.552889E-03
-1.524000E-03,+1.233165825E+00,-1.121608163E+00
-1.522000E-03,+1.172864318E+00,-1.121608163E+00
-1.520000E-03,+1.102512560E+00,-990.954898E-03
-1.518000E-03,+1.494472355E+00,-779.899624E-03
-1.516000E-03,+1.363819090E+00,-960.804145E-03
-1.514000E-03,+1.072361806E+00,-1.121608163E+00
-1.512000E-03,+1.032160802E+00,-1.232160926E+00
-1.510000E-03,+1.142713564E+00,-1.071356907E+00
-1.508000E-03,+1.172864318E+00,-940.703643E-03
