x-axis,1,2
second,Volt,Volt
+16.20000E-03,,
+16.21000E-03,,
+16.22000E-03,,
+16.23000E-03,,
+16.24000E-03,,
+16.25000E-03,-1.31959797E+00,+938.69332E-03
+16.26000E-03,-1.48040199E+00,+938.69332E-03
+16.27000E-03,-1.72160801E+00,+938.69332E-03
+16.28000E-03,-1.31959797E+00,+1.09949734E+00
+16.29000E-03,-1.56080399E+00,+938.69332E-03
+16.30000E-03,-1.31959797E+00,+777.88930E-03
+16.31000E-03,-1.56080399E+00,+938.69332E-03
+16.32000E-03,-1.56080399E+00,+1.01909533E+00
+16.33000E-03,-1.31959797E+00,+1.26030136E+00
+16.34000E-03,-1.56080399E+00,+1.01909533E+00
+16.35000E-03,-1.31959797E+00,+1.26030136E+00
+16.36000E-03,-1.31959797E+00,+1.17989935E+00
+16.37000E-03,-1.56080399E+00,+1.09949734E+00
+16.38000E-03,-1.56080399E+00,+938.69332E-03
+16.39000E-03,-1.39999998E+00,+1.01909533E+00
+16.40000E-03,-1.23919596E+00,+1.09949734E+00
+16.41000E-03,-1.31959797E+00,+1.09949734E+00
+16.42000E-03,-1.48040199E+00,+1.09949734E+00
+16.43000E-03,-1.64120600E+00,+1.17989935E+00
+16.44000E-03,-1.48040199E+00,+938.69332E-03
+16.45000E-03,-1.48040199E+00,+1.01909533E+00
+16.46000E-03,-1.31959797E+00,+1.09949734E+00
+16.47000E-03,-1.56080399E+00,+938.69332E-03
+16.48000E-03,-1.48040199E+00,+858.29131E-03
+16.49000E-03,-1.56080399E+00,+938.69332E-03
+16.50000E-03,-1.56080399E+00,+777.88930E-03
+16.51000E-03,-1.39999998E+00,+1.09949734E+00
+16.52000E-03,-1.48040199E+00,+1.01909533E+00
+16.53000E-03,-1.56080399E+00,+938.69332E-03
+16.54000E-03,-1.39999998E+00,+1.01909533E+00
+16.55000E-03,-1.56080399E+00,+697.48729E-03
+16.56000E-03,-1.48040199E+00,+1.09949734E+00
+16.57000E-03,-1.39999998E+00,+1.01909533E+00
+16.58000E-03,-1.39999998E+00,+1.09949734E+00
+16.59000E-03,-1.39999998E+00,+1.09949734E+00
+16.60000E-03,-1.48040199E+00,+938.69332E-03
+16.61000E-03,+1.01206030E+00,-1.31256294E+00
+16.62000E-03,+851.25628E-03,-1.31256294E+00
+16.63000E-03,+931.65829E-03,-1.39296494E+00
+16.64000E-03,+931.65829E-03,-1.31256294E+00
+16.65000E-03,+851.25628E-03,-1.39296494E+00
+16.66000E-03,+931.65829E-03,-1.39296494E+00
