x-axis,1,2
second,Volt,Volt
-16.600000E-03,,
-16.595000E-03,,
-16.590000E-03,,
-16.585000E-03,,
-16.580000E-03,,
-16.575000E-03,,
-16.570000E-03,,
-16.565000E-03,,
-16.560000E-03,-73.366825E-03,-26.130788E-03
-16.555000E-03,+47.236189E-03,+134.673230E-03
-16.550000E-03,-33.165820E-03,+94.472226E-03
-16.545000E-03,+127.638198E-03,+215.075240E-03
-16.540000E-03,-33.165820E-03,+54.271221E-03
-16.535000E-03,-33.165820E-03,+54.271221E-03
-16.530000E-03,+7.035185E-03,+54.271221E-03
-16.525000E-03,-73.366825E-03,-26.130788E-03
-16.520000E-03,+47.236189E-03,+134.673230E-03
-16.515000E-03,+7.035185E-03,+94.472226E-03
-16.510000E-03,-73.366825E-03,+14.070217E-03
-16.505000E-03,-113.567829E-03,+54.271221E-03
-16.500000E-03,+7.035185E-03,+174.874235E-03
-16.495000E-03,+127.638198E-03,+134.673230E-03
-16.490000E-03,+87.437194E-03,+94.472226E-03
-16.485000E-03,-113.567829E-03,-26.130788E-03
-16.480000E-03,+7.035185E-03,+94.472226E-03
-16.475000E-03,-73.366825E-03,+14.070217E-03
-16.470000E-03,+208.040208E-03,+255.276244E-03
-16.465000E-03,+7.035185E-03,+134.673230E-03
-16.460000E-03,-73.366825E-03,+14.070217E-03
-16.455000E-03,-193.969838E-03,-106.532797E-03
-16.450000E-03,+87.437194E-03,+174.874235E-03
-16.445000E-03,+127.638198E-03,+255.276244E-03
-16.440000E-03,+87.437194E-03,+174.874235E-03
-16.435000E-03,-33.165820E-03,+94.472226E-03
-16.430000E-03,-33.165820E-03,+54.271221E-03
-16.425000E-03,-113.567829E-03,+174.874235E-03
-16.420000E-03,+167.839203E-03,+215.075240E-03
-16.415000E-03,+47.236189E-03,+94.472226E-03
-16.410000E-03,-153.768834E-03,-66.331793E-03
-16.405000E-03,-73.366825E-03,+54.271221E-03
-16.400000E-03,+7.035185E-03,+94.472226E-03
-16.395000E-03,+47.236189E-03,+134.673230E-03
-16.390000E-03,+47.236189E-03,+54.271221E-03
-16.385000E-03,+127.638198E-03,+134.673230E-03
-16.380000E-03,-33.165820E-03,+14.070217E-03
-16.375000E-03,+167.839203E-03,+94.472226E-03
-16.370000E-03,-33.165820E-03,-66.331793E-03
-16.365000E-03,+7.035185E-03,+54.271221E-03
-16.360000E-03,-113.567829E-03,+14.070217E-03
-16.355000E-03,+47.236189E-03,+174.874235E-03
-16.350000E-03,-73.366825E-03,+215.075240E-03
-16.345000E-03,+7.035185E-03,+134.673230E-03
