x-axis,1,2
second,Volt,Volt
-5.480000E-03,+1.283417081E+00,-910.552889E-03
-5.476000E-03,+2.057286419E+00,-267.336816E-03
-5.472000E-03,+1.494472355E+00,-749.748871E-03
-5.468000E-03,+1.514572857E+00,-729.648368E-03
-5.464000E-03,+1.564824113E+00,-749.748871E-03
-5.460000E-03,+1.404020094E+00,-910.552889E-03
-5.456000E-03,+1.655276373E+00,-588.944852E-03
-5.452000E-03,+1.333668336E+00,-910.552889E-03
-5.448000E-03,+1.584924615E+00,-659.296610E-03
-5.444000E-03,+1.414070345E+00,-900.502638E-03
-5.440000E-03,+1.414070345E+00,-619.095606E-03
-5.436000E-03,+1.424120597E+00,-820.100629E-03
-5.432000E-03,+1.936683405E+00,-317.588071E-03
-5.428000E-03,+1.484422104E+00,-679.397113E-03
-5.424000E-03,+1.886432149E+00,-508.542843E-03
-5.420000E-03,+1.564824113E+00,-689.447364E-03
-5.416000E-03,+1.584924615E+00,-739.698620E-03
-5.412000E-03,+1.655276373E+00,-609.045355E-03
-5.408000E-03,+1.343718587E+00,-830.150880E-03
-5.404000E-03,+1.544723610E+00,-749.748871E-03
-5.400000E-03,+1.353768839E+00,-970.854396E-03
-5.396000E-03,+1.554773862E+00,-749.748871E-03
-5.392000E-03,+1.665326624E+00,-578.894601E-03
-5.388000E-03,+1.484422103E+00,-759.799122E-03
-5.384000E-03,+1.504522606E+00,-820.100629E-03
-5.380000E-03,+1.986934661E+00,-257.286564E-03
-5.376000E-03,+1.554773862E+00,-699.497615E-03
-5.372000E-03,+1.424120597E+00,-880.402136E-03
-5.368000E-03,+1.655276373E+00,-588.944852E-03
-5.364000E-03,+1.414070345E+00,-830.150880E-03
-5.360000E-03,+1.816080391E+00,-508.542843E-03
-5.356000E-03,+1.404020094E+00,-980.904647E-03
-5.352000E-03,+1.554773862E+00,-769.849373E-03
-5.348000E-03,+1.615075368E+00,-699.497615E-03
-5.344000E-03,+1.554773862E+00,-759.799122E-03
-5.340000E-03,+1.504522606E+00,-749.748871E-03
-5.336000E-03,+1.986934661E+00,-267.336816E-03
-5.332000E-03,+1.645226122E+00,-598.995104E-03
-5.328000E-03,+1.494472355E+00,-820.100629E-03
-5.324000E-03,+1.655276373E+00,-598.995104E-03
-5.320000E-03,+951.758793E-03,-1.282412182E+00
-5.316000E-03,+1.584924615E+00,-729.648368E-03
-5.312000E-03,+1.715577880E+00,-528.643345E-03
-5.308000E-03,+1.263316578E+00,-900.502638E-03
-5.304000E-03,+1.725628131E+00,-518.593094E-03
